filename,angle
33682.jpg,-43.06
33683.jpg,-43.06
33684.jpg,-43.06
33685.jpg,-43.06
33686.jpg,-43.06
33687.jpg,-43.06
33688.jpg,-43.06
33689.jpg,-43.06
33690.jpg,-43.06
33691.jpg,-43.06
33692.jpg,-43.06
33693.jpg,-42.86
33694.jpg,-42.45
33695.jpg,-41.45
33696.jpg,-40.64
33697.jpg,-40.03
33698.jpg,-39.83
33699.jpg,0.0
33700.jpg,-39.83
33701.jpg,-39.63
33702.jpg,-39.33
33703.jpg,-38.92
33704.jpg,-38.42
33705.jpg,-37.82
33706.jpg,-37.31
33707.jpg,-36.71
33708.jpg,-36.61
33709.jpg,-36.5
33710.jpg,0.0
33711.jpg,-36.5
33712.jpg,-36.4
33713.jpg,-36.4
33714.jpg,-36.4
33715.jpg,-36.4
33716.jpg,-36.1
33717.jpg,-35.9
33718.jpg,-35.9
33719.jpg,-35.9
33720.jpg,-35.9
33721.jpg,-35.9
33722.jpg,-35.9
33723.jpg,-35.9
33724.jpg,-35.8
33725.jpg,-35.8
33726.jpg,-35.8
33727.jpg,-35.8
33728.jpg,-35.7
33729.jpg,-35.09
33730.jpg,-33.78
33731.jpg,-32.27
33732.jpg,-29.95
33733.jpg,-28.03
33734.jpg,-25.92
33735.jpg,-24.91
33736.jpg,-24.61
33737.jpg,-24.81
33738.jpg,-25.41
33739.jpg,-25.61
33740.jpg,-25.71
33741.jpg,-25.71
33742.jpg,-25.71
33743.jpg,0.0
33744.jpg,-25.71
33745.jpg,0.0
33746.jpg,-25.71
33747.jpg,-26.02
33748.jpg,-26.02
33749.jpg,-26.02
33750.jpg,-25.92
33751.jpg,-25.92
33752.jpg,-26.12
33753.jpg,-26.12
33754.jpg,-25.92
33755.jpg,-25.71
33756.jpg,-25.71
33757.jpg,0.0
33758.jpg,-25.21
33759.jpg,-23.8
33760.jpg,-22.59
33761.jpg,-21.78
33762.jpg,-21.28
33763.jpg,-20.77
33764.jpg,-20.07
33765.jpg,-19.26
33766.jpg,-18.25
33767.jpg,-16.54
33768.jpg,-14.32
33769.jpg,-12.4
33770.jpg,-10.39
33771.jpg,-9.28
33772.jpg,-8.67
33773.jpg,-8.67
33774.jpg,0.0
33775.jpg,-8.37
33776.jpg,-8.27
33777.jpg,-8.27
33778.jpg,-8.27
33779.jpg,-8.27
33780.jpg,-8.27
33781.jpg,-8.27
33782.jpg,-8.27
33783.jpg,-8.17
33784.jpg,-7.97
33785.jpg,-7.97
33786.jpg,-7.97
33787.jpg,-7.97
33788.jpg,-7.97
33789.jpg,-9.28
33790.jpg,-9.78
33791.jpg,-9.88
33792.jpg,-10.08
33793.jpg,-10.49
33794.jpg,-10.89
33795.jpg,-10.89
33796.jpg,-10.89
33797.jpg,-10.89
33798.jpg,-10.99
33799.jpg,-10.99
33800.jpg,0.0
33801.jpg,-10.39
33802.jpg,-10.29
33803.jpg,-10.18
33804.jpg,-10.08
33805.jpg,-9.58
33806.jpg,-9.08
33807.jpg,-8.47
33808.jpg,-8.17
33809.jpg,-7.97
33810.jpg,-7.36
33811.jpg,-6.35
33812.jpg,-4.34
33813.jpg,-2.62
33814.jpg,-2.02
33815.jpg,-1.71
33816.jpg,-1.61
33817.jpg,-1.41
33818.jpg,-1.31
33819.jpg,-1.31
33820.jpg,-1.21
33821.jpg,-1.21
33822.jpg,-1.21
33823.jpg,-0.91
33824.jpg,-0.61
33825.jpg,-0.61
33826.jpg,-0.4
33827.jpg,-0.2
33828.jpg,-0.1
33829.jpg,0.1
33830.jpg,0.4
33831.jpg,1.01
33832.jpg,1.71
33833.jpg,2.42
33834.jpg,3.03
33835.jpg,3.13
33836.jpg,3.23
33837.jpg,3.43
33838.jpg,3.73
33839.jpg,3.83
33840.jpg,3.83
33841.jpg,3.83
33842.jpg,3.83
33843.jpg,3.73
33844.jpg,3.63
33845.jpg,3.33
33846.jpg,3.23
33847.jpg,3.23
33848.jpg,3.03
33849.jpg,2.52
33850.jpg,2.42
33851.jpg,2.32
33852.jpg,2.22
33853.jpg,2.22
33854.jpg,2.52
33855.jpg,2.72
33856.jpg,2.72
33857.jpg,2.72
33858.jpg,2.72
33859.jpg,2.72
33860.jpg,2.92
33861.jpg,3.03
33862.jpg,3.03
33863.jpg,3.03
33864.jpg,3.03
33865.jpg,3.03
33866.jpg,3.03
33867.jpg,3.03
33868.jpg,3.03
33869.jpg,3.03
33870.jpg,3.03
33871.jpg,3.03
33872.jpg,3.13
33873.jpg,3.33
33874.jpg,0.0
33875.jpg,4.74
33876.jpg,5.45
33877.jpg,6.86
33878.jpg,7.97
33879.jpg,8.47
33880.jpg,8.57
33881.jpg,8.57
33882.jpg,8.77
33883.jpg,8.87
33884.jpg,8.97
33885.jpg,9.28
33886.jpg,9.68
33887.jpg,9.78
33888.jpg,9.78
33889.jpg,9.78
33890.jpg,0.0
33891.jpg,9.78
33892.jpg,9.78
33893.jpg,9.88
33894.jpg,9.48
33895.jpg,9.28
33896.jpg,9.08
33897.jpg,9.08
33898.jpg,9.08
33899.jpg,8.87
33900.jpg,8.77
33901.jpg,8.77
33902.jpg,8.97
33903.jpg,9.48
33904.jpg,10.49
33905.jpg,11.19
33906.jpg,11.6
33907.jpg,11.7
33908.jpg,11.8
33909.jpg,12.1
33910.jpg,12.1
33911.jpg,12.2
33912.jpg,12.3
33913.jpg,12.4
33914.jpg,13.01
33915.jpg,13.41
33916.jpg,13.41
33917.jpg,13.61
33918.jpg,13.61
33919.jpg,13.61
33920.jpg,13.61
33921.jpg,13.61
33922.jpg,13.61
33923.jpg,13.61
33924.jpg,13.61
33925.jpg,13.61
33926.jpg,13.11
33927.jpg,12.81
33928.jpg,12.81
33929.jpg,12.71
33930.jpg,13.01
33931.jpg,13.01
33932.jpg,13.11
33933.jpg,12.81
33934.jpg,11.6
33935.jpg,10.08
33936.jpg,9.38
33937.jpg,9.18
33938.jpg,9.18
33939.jpg,8.97
33940.jpg,8.77
33941.jpg,0.0
33942.jpg,8.77
33943.jpg,8.67
33944.jpg,8.37
33945.jpg,7.87
33946.jpg,7.76
33947.jpg,7.56
33948.jpg,0.0
33949.jpg,6.55
33950.jpg,5.95
33951.jpg,5.75
33952.jpg,5.75
33953.jpg,6.55
33954.jpg,7.16
33955.jpg,7.26
33956.jpg,7.36
33957.jpg,7.56
33958.jpg,8.07
33959.jpg,8.77
33960.jpg,9.78
33961.jpg,10.69
33962.jpg,11.39
33963.jpg,11.39
33964.jpg,11.09
33965.jpg,10.79
33966.jpg,10.79
33967.jpg,10.79
33968.jpg,10.79
33969.jpg,10.29
33970.jpg,8.97
33971.jpg,6.15
33972.jpg,3.93
33973.jpg,3.23
33974.jpg,4.03
33975.jpg,4.34
33976.jpg,4.44
33977.jpg,4.64
33978.jpg,4.74
33979.jpg,4.74
33980.jpg,4.94
33981.jpg,5.95
33982.jpg,6.96
33983.jpg,8.37
33984.jpg,9.78
33985.jpg,11.6
33986.jpg,12.91
33987.jpg,13.61
33988.jpg,13.61
33989.jpg,13.51
33990.jpg,14.12
33991.jpg,15.03
33992.jpg,15.23
33993.jpg,15.23
33994.jpg,15.13
33995.jpg,15.13
33996.jpg,15.23
33997.jpg,15.33
33998.jpg,15.33
33999.jpg,15.33
34000.jpg,15.63
34001.jpg,15.63
34002.jpg,15.63
34003.jpg,15.63
34004.jpg,15.53
34005.jpg,15.33
34006.jpg,15.03
34007.jpg,14.72
34008.jpg,14.22
34009.jpg,13.82
34010.jpg,13.82
34011.jpg,14.12
34012.jpg,14.32
34013.jpg,14.42
34014.jpg,14.42
34015.jpg,14.42
34016.jpg,14.42
34017.jpg,14.42
34018.jpg,14.42
34019.jpg,0.0
34020.jpg,14.62
34021.jpg,14.82
34022.jpg,14.82
34023.jpg,14.82
34024.jpg,14.82
34025.jpg,14.82
34026.jpg,14.72
34027.jpg,0.0
34028.jpg,14.72
34029.jpg,14.72
34030.jpg,14.72
34031.jpg,14.72
34032.jpg,14.72
34033.jpg,14.72
34034.jpg,15.13
34035.jpg,15.23
34036.jpg,15.23
34037.jpg,15.43
34038.jpg,15.53
34039.jpg,15.53
34040.jpg,15.43
34041.jpg,15.43
34042.jpg,15.53
34043.jpg,15.53
34044.jpg,15.63
34045.jpg,15.63
34046.jpg,15.63
34047.jpg,15.63
34048.jpg,15.63
34049.jpg,15.63
34050.jpg,15.53
34051.jpg,15.53
34052.jpg,15.43
34053.jpg,15.33
34054.jpg,15.33
34055.jpg,15.33
34056.jpg,15.53
34057.jpg,16.64
34058.jpg,18.45
34059.jpg,19.97
34060.jpg,20.47
34061.jpg,21.08
34062.jpg,21.98
34063.jpg,22.49
34064.jpg,22.59
34065.jpg,22.59
34066.jpg,22.89
34067.jpg,23.5
34068.jpg,23.9
34069.jpg,23.9
34070.jpg,23.9
34071.jpg,23.9
34072.jpg,23.9
34073.jpg,23.9
34074.jpg,23.9
34075.jpg,23.9
34076.jpg,24.9
34077.jpg,24.0
34078.jpg,24.0
34079.jpg,24.0
34080.jpg,24.0
34081.jpg,24.0
34082.jpg,24.0
34083.jpg,24.5
34084.jpg,24.91
34085.jpg,25.21
34086.jpg,25.71
34087.jpg,26.22
34088.jpg,26.52
34089.jpg,27.33
34090.jpg,28.34
34091.jpg,29.04
34092.jpg,0.0
34093.jpg,28.94
34094.jpg,29.45
34095.jpg,30.15
34096.jpg,30.76
34097.jpg,30.86
34098.jpg,30.96
34099.jpg,30.96
34100.jpg,31.26
34101.jpg,31.87
34102.jpg,32.67
34103.jpg,33.48
34104.jpg,34.08
34105.jpg,34.69
34106.jpg,35.19
34107.jpg,35.39
34108.jpg,35.39
34109.jpg,35.39
34110.jpg,35.39
34111.jpg,35.5
34112.jpg,35.9
34113.jpg,36.0
34114.jpg,36.1
34115.jpg,36.1
34116.jpg,36.1
34117.jpg,36.1
34118.jpg,36.1
34119.jpg,36.1
34120.jpg,36.1
34121.jpg,36.1
34122.jpg,36.1
34123.jpg,36.0
34124.jpg,35.39
34125.jpg,34.18
34126.jpg,33.48
34127.jpg,32.57
34128.jpg,31.46
34129.jpg,28.84
34130.jpg,27.43
34131.jpg,25.92
34132.jpg,24.11
34133.jpg,24.1
34134.jpg,23.7
34135.jpg,23.29
34136.jpg,22.69
34137.jpg,21.88
34138.jpg,20.67
34139.jpg,19.36
34140.jpg,17.65
34141.jpg,16.64
34142.jpg,16.24
34143.jpg,16.24
34144.jpg,16.24
34145.jpg,16.24
34146.jpg,16.24
34147.jpg,16.13
34148.jpg,15.93
34149.jpg,15.93
34150.jpg,15.83
34151.jpg,15.33
34152.jpg,14.32
34153.jpg,13.01
34154.jpg,11.7
34155.jpg,11.19
34156.jpg,11.09
34157.jpg,10.89
34158.jpg,10.18
34159.jpg,9.18
34160.jpg,8.07
34161.jpg,7.66
34162.jpg,7.66
34163.jpg,6.96
34164.jpg,5.04
34165.jpg,3.03
34166.jpg,0.81
34167.jpg,0.0
34168.jpg,-4.13
34169.jpg,-5.24
34170.jpg,-5.85
34171.jpg,-6.15
34172.jpg,-6.15
34173.jpg,-6.35
34174.jpg,-7.36
34175.jpg,-8.67
34176.jpg,-9.48
34177.jpg,-10.08
34178.jpg,-11.29
34179.jpg,-12.4
34180.jpg,-13.41
34181.jpg,-14.32
34182.jpg,-15.23
34183.jpg,-16.54
34184.jpg,-18.35
34185.jpg,-19.56
34186.jpg,-20.57
34187.jpg,-21.38
34188.jpg,-22.89
34189.jpg,-23.8
34190.jpg,-25.21
34191.jpg,-27.13
34192.jpg,-28.13
34193.jpg,-28.34
34194.jpg,-28.44
34195.jpg,-28.84
34196.jpg,-29.45
34197.jpg,-30.35
34198.jpg,-31.46
34199.jpg,-32.57
34200.jpg,-33.78
34201.jpg,-34.89
34202.jpg,-36.5
34203.jpg,-37.31
34204.jpg,-38.12
34205.jpg,-38.32
34206.jpg,-38.82
34207.jpg,-39.13
34208.jpg,-40.03
34209.jpg,-40.94
34210.jpg,-42.66
34211.jpg,-44.07
34212.jpg,-45.68
34213.jpg,-46.69
34214.jpg,-48.2
34215.jpg,-49.11
34216.jpg,-50.32
34217.jpg,-51.13
34218.jpg,-51.93
34219.jpg,-52.74
34220.jpg,-53.24
34221.jpg,-53.75
34222.jpg,-54.35
34223.jpg,-54.86
34224.jpg,-55.26
34225.jpg,-55.46
34226.jpg,-55.56
34227.jpg,-55.66
34228.jpg,-55.76
34229.jpg,-55.97
34230.jpg,-56.57
34231.jpg,-56.97
34232.jpg,-57.38
34233.jpg,-58.08
34234.jpg,-59.19
34235.jpg,-60.5
34236.jpg,-61.71
34237.jpg,-63.33
34238.jpg,-65.14
34239.jpg,-66.76
34240.jpg,-68.67
34241.jpg,-70.49
34242.jpg,-71.6
34243.jpg,-72.71
34244.jpg,-73.31
34245.jpg,-74.22
34246.jpg,-74.92
34247.jpg,-75.53
34248.jpg,0.0
34249.jpg,-75.83
34250.jpg,-75.83
34251.jpg,-75.83
34252.jpg,-75.83
34253.jpg,-75.83
34254.jpg,-75.23
34255.jpg,-74.52
34256.jpg,-73.82
34257.jpg,-73.71
34258.jpg,-73.61
34259.jpg,-72.91
34260.jpg,-71.5
34261.jpg,-69.28
34262.jpg,-67.26
34263.jpg,-66.35
34264.jpg,-64.94
34265.jpg,-63.53
34266.jpg,-62.62
34267.jpg,-61.51
34268.jpg,-60.5
34269.jpg,-59.39
34270.jpg,-58.29
34271.jpg,-55.97
34272.jpg,-53.95
34273.jpg,-52.44
34274.jpg,-51.03
34275.jpg,-49.82
34276.jpg,-48.3
34277.jpg,-47.29
34278.jpg,-46.29
34279.jpg,-45.58
34280.jpg,-44.67
34281.jpg,-43.87
34282.jpg,-42.86
34283.jpg,-41.34
34284.jpg,-39.53
34285.jpg,-38.02
34286.jpg,-36.3
34287.jpg,-35.09
34288.jpg,-34.18
34289.jpg,-34.08
34290.jpg,-34.08
34291.jpg,-34.18
34292.jpg,-34.18
34293.jpg,-34.49
34294.jpg,-34.69
34295.jpg,-34.69
34296.jpg,-34.69
34297.jpg,-34.69
34298.jpg,-34.69
34299.jpg,-34.59
34300.jpg,-33.98
34301.jpg,-33.48
34302.jpg,-32.87
34303.jpg,-31.97
34304.jpg,-30.86
34305.jpg,-28.84
34306.jpg,-26.92
34307.jpg,-24.81
34308.jpg,-22.59
34309.jpg,-21.18
34310.jpg,-19.66
34311.jpg,-18.86
34312.jpg,-18.55
34313.jpg,-17.75
34314.jpg,-16.44
34315.jpg,-16.03
34316.jpg,-16.03
34317.jpg,-16.03
34318.jpg,-15.83
34319.jpg,-15.73
34320.jpg,-15.73
34321.jpg,-15.73
34322.jpg,-15.73
34323.jpg,-15.73
34324.jpg,-15.73
34325.jpg,-15.73
34326.jpg,-15.73
34327.jpg,-15.73
34328.jpg,-15.73
34329.jpg,-15.43
34330.jpg,-14.82
34331.jpg,-14.02
34332.jpg,-12.71
34333.jpg,-12.0
34334.jpg,-10.59
34335.jpg,-8.87
34336.jpg,-6.15
34337.jpg,-4.44
34338.jpg,-3.33
34339.jpg,-2.72
34340.jpg,-1.92
34341.jpg,-0.81
34342.jpg,0.61
34343.jpg,2.52
34344.jpg,5.04
34345.jpg,5.55
34346.jpg,5.55
34347.jpg,5.55
34348.jpg,4.94
34349.jpg,4.74
34350.jpg,4.74
34351.jpg,4.74
34352.jpg,5.24
34353.jpg,6.35
34354.jpg,7.46
34355.jpg,8.47
34356.jpg,9.48
34357.jpg,10.79
34358.jpg,12.61
34359.jpg,13.82
34360.jpg,15.23
34361.jpg,16.13
34362.jpg,17.14
34363.jpg,18.35
34364.jpg,19.36
34365.jpg,20.57
34366.jpg,21.68
34367.jpg,22.39
34368.jpg,23.39
34369.jpg,24.0
34370.jpg,24.81
34371.jpg,26.12
34372.jpg,27.23
34373.jpg,28.74
34374.jpg,0.0
34375.jpg,31.56
34376.jpg,33.97
34377.jpg,34.89
34378.jpg,36.5
34379.jpg,38.52
34380.jpg,40.54
34381.jpg,43.56
34382.jpg,47.09
34383.jpg,49.71
34384.jpg,52.34
34385.jpg,54.45
34386.jpg,55.66
34387.jpg,57.18
34388.jpg,58.79
34389.jpg,61.01
34390.jpg,63.53
34391.jpg,67.06
34392.jpg,70.39
34393.jpg,73.21
34394.jpg,75.43
34395.jpg,77.95
34396.jpg,79.46
34397.jpg,80.47
34398.jpg,80.57
34399.jpg,80.87
34400.jpg,80.97
34401.jpg,81.28
34402.jpg,82.08
34403.jpg,83.29
34404.jpg,85.71
34405.jpg,86.32
34406.jpg,86.32
34407.jpg,86.32
34408.jpg,86.72
34409.jpg,87.03
34410.jpg,87.93
34411.jpg,88.64
34412.jpg,89.24
34413.jpg,89.55
34414.jpg,90.05
34415.jpg,90.05
34416.jpg,90.05
34417.jpg,90.35
34418.jpg,90.55
34419.jpg,90.55
34420.jpg,90.55
34421.jpg,90.76
34422.jpg,91.16
34423.jpg,92.27
34424.jpg,92.87
34425.jpg,93.28
34426.jpg,93.28
34427.jpg,93.48
34428.jpg,94.49
34429.jpg,95.9
34430.jpg,97.92
34431.jpg,99.13
34432.jpg,99.63
34433.jpg,99.63
34434.jpg,99.63
34435.jpg,99.63
34436.jpg,99.93
34437.jpg,100.03
34438.jpg,100.03
34439.jpg,100.34
34440.jpg,100.54
34441.jpg,100.54
34442.jpg,100.54
34443.jpg,100.84
34444.jpg,101.45
34445.jpg,101.55
34446.jpg,101.55
34447.jpg,101.95
34448.jpg,102.76
34449.jpg,102.86
34450.jpg,0.0
34451.jpg,102.86
34452.jpg,102.86
34453.jpg,102.55
34454.jpg,101.65
34455.jpg,101.14
34456.jpg,99.83
34457.jpg,97.61
34458.jpg,95.9
34459.jpg,93.68
34460.jpg,92.07
34461.jpg,89.55
34462.jpg,87.73
34463.jpg,85.92
34464.jpg,83.8
34465.jpg,81.78
34466.jpg,80.47
34467.jpg,79.06
34468.jpg,77.85
34469.jpg,76.94
34470.jpg,75.33
34471.jpg,74.02
34472.jpg,72.3
34473.jpg,70.08
34474.jpg,66.45
34475.jpg,64.54
34476.jpg,62.82
34477.jpg,61.71
34478.jpg,61.92
34479.jpg,63.33
34480.jpg,65.14
34481.jpg,67.76
34482.jpg,70.39
34483.jpg,72.1
34484.jpg,73.11
34485.jpg,73.82
34486.jpg,73.92
34487.jpg,74.12
34488.jpg,74.22
34489.jpg,74.32
34490.jpg,74.42
34491.jpg,74.42
34492.jpg,74.42
34493.jpg,74.42
34494.jpg,74.42
34495.jpg,74.42
34496.jpg,74.02
34497.jpg,73.31
34498.jpg,72.4
34499.jpg,71.29
34500.jpg,68.77
34501.jpg,66.35
34502.jpg,63.33
34503.jpg,58.49
34504.jpg,55.36
34505.jpg,51.63
34506.jpg,48.91
34507.jpg,45.28
34508.jpg,41.24
34509.jpg,37.51
34510.jpg,32.17
34511.jpg,27.63
34512.jpg,22.39
34513.jpg,19.76
34514.jpg,17.55
34515.jpg,15.63
34516.jpg,14.12
34517.jpg,0.0
34518.jpg,11.5
34519.jpg,10.89
34520.jpg,10.79
34521.jpg,10.79
34522.jpg,10.39
34523.jpg,9.28
34524.jpg,7.87
34525.jpg,7.06
34526.jpg,5.85
34527.jpg,5.14
34528.jpg,4.94
34529.jpg,4.44
34530.jpg,3.13
34531.jpg,0.91
34532.jpg,-1.92
34533.jpg,-3.53
34534.jpg,-5.14
34535.jpg,-6.45
34536.jpg,-7.97
34537.jpg,-9.78
34538.jpg,-11.7
34539.jpg,-13.51
34540.jpg,-15.43
34541.jpg,-16.54
34542.jpg,-17.85
34543.jpg,-18.76
34544.jpg,-19.76
34545.jpg,-21.08
34546.jpg,-22.79
34547.jpg,-23.7
34548.jpg,-25.01
34549.jpg,-26.42
34550.jpg,-27.53
34551.jpg,-28.84
34552.jpg,-29.85
34553.jpg,-30.45
34554.jpg,-30.96
34555.jpg,-31.36
34556.jpg,-31.76
34557.jpg,0.0
34558.jpg,-32.47
34559.jpg,-33.28
34560.jpg,-34.08
34561.jpg,-35.19
34562.jpg,-36.1
34563.jpg,-37.21
34564.jpg,-38.12
34565.jpg,-38.82
34566.jpg,-39.43
34567.jpg,-39.73
34568.jpg,-40.03
34569.jpg,-41.24
34570.jpg,-42.76
34571.jpg,-43.97
34572.jpg,-45.28
34573.jpg,-45.88
34574.jpg,-46.39
34575.jpg,-47.29
34576.jpg,-48.3
34577.jpg,-49.92
34578.jpg,-50.92
34579.jpg,-51.93
34580.jpg,-53.34
34581.jpg,-54.86
34582.jpg,-56.47
34583.jpg,-57.48
34584.jpg,-58.79
34585.jpg,-59.7
34586.jpg,-60.81
34587.jpg,-61.82
34588.jpg,-62.42
34589.jpg,-63.03
34590.jpg,-63.93
34591.jpg,-64.44
34592.jpg,-64.74
34593.jpg,-65.14
34594.jpg,-65.75
34595.jpg,-66.05
34596.jpg,-66.45
34597.jpg,-66.96
34598.jpg,-67.66
34599.jpg,-68.07
34600.jpg,-68.07
34601.jpg,0.0
34602.jpg,-68.37
34603.jpg,-68.77
34604.jpg,-68.77
34605.jpg,-68.87
34606.jpg,-68.87
34607.jpg,-68.87
34608.jpg,-68.87
34609.jpg,-68.87
34610.jpg,-68.57
34611.jpg,-67.56
34612.jpg,-66.66
34613.jpg,-66.05
34614.jpg,-65.24
34615.jpg,-64.74
34616.jpg,-63.83
34617.jpg,-62.52
34618.jpg,-61.92
34619.jpg,-61.61
34620.jpg,-61.61
34621.jpg,-61.61
34622.jpg,-61.41
34623.jpg,-61.21
34624.jpg,-60.01
34625.jpg,-60.71
34626.jpg,-60.2
34627.jpg,-59.7
34628.jpg,-59.5
34629.jpg,-59.39
34630.jpg,-59.39
34631.jpg,-59.39
34632.jpg,-59.39
34633.jpg,-59.29
34634.jpg,-58.99
34635.jpg,-58.49
34636.jpg,-58.29
34637.jpg,-58.18
34638.jpg,-58.18
34639.jpg,-58.08
34640.jpg,-57.68
34641.jpg,-57.48
34642.jpg,-57.48
34643.jpg,-57.18
34644.jpg,-56.87
34645.jpg,-56.57
34646.jpg,-56.27
34647.jpg,-55.56
34648.jpg,-54.86
34649.jpg,-53.95
34650.jpg,-53.55
34651.jpg,-53.45
34652.jpg,-53.45
34653.jpg,-53.45
34654.jpg,-53.45
34655.jpg,-53.45
34656.jpg,-53.45
34657.jpg,-53.45
34658.jpg,-53.14
34659.jpg,-52.84
34660.jpg,-51.13
34661.jpg,-51.03
34662.jpg,-49.41
34663.jpg,-47.7
34664.jpg,-46.59
34665.jpg,-46.08
34666.jpg,-45.98
34667.jpg,-45.98
34668.jpg,-45.98
34669.jpg,-45.98
34670.jpg,-45.98
34671.jpg,-45.78
34672.jpg,-45.48
34673.jpg,-45.18
34674.jpg,-45.08
34675.jpg,-44.87
34676.jpg,-44.47
34677.jpg,-43.56
34678.jpg,-42.76
34679.jpg,-41.45
34680.jpg,-40.24
34681.jpg,-39.53
34682.jpg,-39.03
34683.jpg,-38.12
34684.jpg,-36.4
34685.jpg,-35.09
34686.jpg,-33.88
34687.jpg,-33.28
34688.jpg,-32.97
34689.jpg,-32.87
34690.jpg,0.0
34691.jpg,-32.77
34692.jpg,-32.77
34693.jpg,-32.77
34694.jpg,-32.27
34695.jpg,-31.36
34696.jpg,-30.05
34697.jpg,-28.84
34698.jpg,-27.43
34699.jpg,-25.31
34700.jpg,-23.9
34701.jpg,-22.18
34702.jpg,-21.38
34703.jpg,-20.57
34704.jpg,-20.07
34705.jpg,-19.66
34706.jpg,-19.26
34707.jpg,-18.86
34708.jpg,-18.15
34709.jpg,-17.75
34710.jpg,-17.24
34711.jpg,0.0
34712.jpg,-16.44
34713.jpg,-16.13
34714.jpg,-15.43
34715.jpg,-14.62
34716.jpg,-13.71
34717.jpg,-12.71
34718.jpg,-11.8
34719.jpg,-10.79
34720.jpg,-9.28
34721.jpg,-7.66
34722.jpg,-6.76
34723.jpg,-5.95
34724.jpg,-5.65
34725.jpg,-5.65
34726.jpg,-5.65
34727.jpg,-5.65
34728.jpg,-5.14
34729.jpg,-4.64
34730.jpg,-4.13
34731.jpg,-3.53
34732.jpg,-2.92
34733.jpg,-2.52
34734.jpg,-2.42
34735.jpg,-2.42
34736.jpg,-2.22
34737.jpg,-1.71
34738.jpg,-1.01
34739.jpg,-0.5
34740.jpg,-0.4
34741.jpg,-0.4
34742.jpg,-0.4
34743.jpg,0.0
34744.jpg,0.3
34745.jpg,0.91
34746.jpg,1.51
34747.jpg,2.42
34748.jpg,2.82
34749.jpg,2.92
34750.jpg,2.92
34751.jpg,3.03
34752.jpg,0.0
34753.jpg,2.72
34754.jpg,2.72
34755.jpg,2.72
34756.jpg,2.72
34757.jpg,2.72
34758.jpg,2.42
34759.jpg,2.02
34760.jpg,0.0
34761.jpg,0.91
34762.jpg,0.71
34763.jpg,0.71
34764.jpg,0.71
34765.jpg,0.0
34766.jpg,0.4
34767.jpg,0.4
34768.jpg,0.4
34769.jpg,0.4
34770.jpg,0.4
34771.jpg,0.4
34772.jpg,0.4
34773.jpg,0.4
34774.jpg,0.4
34775.jpg,0.4
34776.jpg,0.4
34777.jpg,0.5
34778.jpg,0.5
34779.jpg,0.81
34780.jpg,1.01
34781.jpg,1.01
34782.jpg,1.01
34783.jpg,1.01
34784.jpg,1.01
34785.jpg,1.01
34786.jpg,1.01
34787.jpg,1.01
34788.jpg,1.01
34789.jpg,1.01
34790.jpg,1.01
34791.jpg,1.01
34792.jpg,1.01
34793.jpg,1.01
34794.jpg,1.01
34795.jpg,1.01
34796.jpg,1.11
34797.jpg,0.71
34798.jpg,0.0
34799.jpg,-0.5
34800.jpg,-0.91
34801.jpg,-1.21
34802.jpg,-1.41
34803.jpg,-1.61
34804.jpg,-1.61
34805.jpg,-1.61
34806.jpg,-1.61
34807.jpg,-1.61
34808.jpg,-1.41
34809.jpg,-1.41
34810.jpg,-1.21
34811.jpg,-1.01
34812.jpg,-0.91
34813.jpg,-1.21
34814.jpg,-1.31
34815.jpg,-0.61
34816.jpg,0.61
34817.jpg,1.21
34818.jpg,1.31
34819.jpg,1.31
34820.jpg,1.31
34821.jpg,0.0
34822.jpg,1.31
34823.jpg,1.31
34824.jpg,1.31
34825.jpg,1.51
34826.jpg,1.61
34827.jpg,1.71
34828.jpg,1.71
34829.jpg,1.92
34830.jpg,2.42
34831.jpg,3.23
34832.jpg,3.93
34833.jpg,5.14
34834.jpg,5.55
34835.jpg,5.65
34836.jpg,5.65
34837.jpg,5.75
34838.jpg,5.95
34839.jpg,0.0
34840.jpg,6.86
34841.jpg,7.66
34842.jpg,8.37
34843.jpg,8.87
34844.jpg,8.97
34845.jpg,9.08
34846.jpg,9.18
34847.jpg,9.48
34848.jpg,9.78
34849.jpg,9.88
34850.jpg,10.08
34851.jpg,10.18
34852.jpg,10.29
34853.jpg,10.39
34854.jpg,10.39
34855.jpg,10.39
34856.jpg,10.08
34857.jpg,9.78
34858.jpg,9.38
34859.jpg,8.77
34860.jpg,7.97
34861.jpg,7.36
34862.jpg,6.96
34863.jpg,6.66
34864.jpg,6.15
34865.jpg,5.14
34866.jpg,4.24
34867.jpg,3.53
34868.jpg,3.43
34869.jpg,3.43
34870.jpg,3.53
34871.jpg,3.73
34872.jpg,3.73
34873.jpg,3.73
34874.jpg,4.03
34875.jpg,4.24
34876.jpg,4.24
34877.jpg,4.34
34878.jpg,0.0
34879.jpg,4.74
34880.jpg,4.94
34881.jpg,4.94
34882.jpg,5.14
34883.jpg,5.45
34884.jpg,6.25
34885.jpg,7.06
34886.jpg,8.27
34887.jpg,9.08
34888.jpg,9.58
34889.jpg,0.0
34890.jpg,9.78
34891.jpg,0.0
34892.jpg,9.88
34893.jpg,10.18
34894.jpg,10.39
34895.jpg,10.39
34896.jpg,10.39
34897.jpg,10.18
34898.jpg,9.88
34899.jpg,9.48
34900.jpg,9.48
34901.jpg,9.38
34902.jpg,9.38
34903.jpg,9.08
34904.jpg,8.77
